,종목 코드,상승 확률,하락 확률,변동 없는 확률,상승 확률 높은 순위
675,011000,0.49193548387096775,0.5040322580645161,0.004032258064516129,353.5
2177,124560,0.49193548387096775,0.46774193548387094,0.04032258064516129,353.5
2397,037440,0.49193548387096775,0.47580645161290325,0.03225806451612903,353.5
1591,027360,0.49193548387096775,0.4596774193548387,0.04838709677419355,353.5
1367,093190,0.49193548387096775,0.4153225806451613,0.09274193548387097,353.5
234,353200,0.49193548387096775,0.4596774193548387,0.04838709677419355,353.5
836,088350,0.49193548387096775,0.4717741935483871,0.036290322580645164,353.5
588,014830,0.49193548387096775,0.45564516129032256,0.05241935483870968,353.5
373,107590,0.49193548387096775,0.4314516129032258,0.07661290322580645,353.5
2343,045100,0.49193548387096775,0.41935483870967744,0.08870967741935484,353.5
1914,264850,0.49193548387096775,0.45564516129032256,0.05241935483870968,353.5
119,009160,0.49193548387096775,0.43951612903225806,0.06854838709677419,353.5
1249,012700,0.49193548387096775,0.4596774193548387,0.04838709677419355,353.5
411,009155,0.49193548387096775,0.4435483870967742,0.06451612903225806,353.5
2034,036930,0.49193548387096775,0.46774193548387094,0.04032258064516129,353.5
1309,214610,0.49193548387096775,0.4435483870967742,0.06451612903225806,353.5
1417,063170,0.49193548387096775,0.4596774193548387,0.04838709677419355,353.5
1437,015750,0.49193548387096775,0.4717741935483871,0.036290322580645164,353.5
1320,208710,0.49193548387096775,0.45161290322580644,0.056451612903225805,353.5
1300,095500,0.49193548387096775,0.46774193548387094,0.04032258064516129,353.5
522,004920,0.49193548387096775,0.46774193548387094,0.04032258064516129,353.5
525,002790,0.49193548387096775,0.4637096774193548,0.04435483870967742,353.5
441,010960,0.49193548387096775,0.4637096774193548,0.04435483870967742,353.5
926,241520,0.49193548387096775,0.4879032258064516,0.020161290322580645,353.5
531,183190,0.49193548387096775,0.43548387096774194,0.07258064516129033,353.5
11,011150,0.49193548387096775,0.47580645161290325,0.03225806451612903,353.5
1287,080420,0.49193548387096775,0.4798387096774194,0.028225806451612902,353.5
745,010770,0.49193548387096775,0.45564516129032256,0.05241935483870968,353.5
817,009420,0.49193548387096775,0.46774193548387094,0.04032258064516129,353.5
778,025890,0.49193548387096775,0.43548387096774194,0.07258064516129033,353.5
1148,298540,0.49193548387096775,0.49193548387096775,0.016129032258064516,353.5
428,000070,0.49193548387096775,0.4475806451612903,0.06048387096774194,353.5
1397,038540,0.49193548387096775,0.45161290322580644,0.056451612903225805,353.5
142,000660,0.49193548387096775,0.4475806451612903,0.06048387096774194,353.5
1546,013990,0.49193548387096775,0.49193548387096775,0.016129032258064516,353.5
1558,036010,0.49193548387096775,0.4717741935483871,0.036290322580645164,353.5
1503,001000,0.49193548387096775,0.4637096774193548,0.04435483870967742,353.5
845,195870,0.49193548387096775,0.4838709677419355,0.024193548387096774,353.5
1754,033160,0.49193548387096775,0.43548387096774194,0.07258064516129033,353.5
1766,036000,0.49193548387096775,0.5,0.008064516129032258,353.5
1893,084370,0.49193548387096775,0.4838709677419355,0.024193548387096774,353.5
319,241560,0.49193548387096775,0.47580645161290325,0.03225806451612903,353.5
609,214320,0.49193548387096775,0.4596774193548387,0.04838709677419355,353.5
857,069960,0.49193548387096775,0.46774193548387094,0.04032258064516129,353.5
985,036490,0.49193548387096775,0.4838709677419355,0.024193548387096774,353.5
613,015020,0.49193548387096775,0.46774193548387094,0.04032258064516129,353.5
1757,259630,0.49193548387096775,0.46774193548387094,0.04032258064516129,353.5
877,057050,0.49193548387096775,0.47580645161290325,0.03225806451612903,353.5
630,003200,0.49193548387096775,0.42338709677419356,0.0846774193548387,353.5
2239,251970,0.49193548387096775,0.45161290322580644,0.056451612903225805,353.5
894,004800,0.49193548387096775,0.4596774193548387,0.04838709677419355,353.5
1653,234300,0.49193548387096775,0.4838709677419355,0.024193548387096774,353.5
767,010040,0.49193548387096775,0.46774193548387094,0.04032258064516129,353.5
773,123890,0.49193548387096775,0.4596774193548387,0.04838709677419355,353.5
93,001120,0.49193548387096775,0.4879032258064516,0.020161290322580645,353.5
1018,098460,0.49193548387096775,0.4637096774193548,0.04435483870967742,353.5
1068,311390,0.49193548387096775,0.4153225806451613,0.09274193548387097,353.5
638,103590,0.49193548387096775,0.4637096774193548,0.04435483870967742,353.5
1703,383310,0.49122807017543857,0.49122807017543857,0.017543859649122806,385.0
2289,347770,0.4888888888888889,0.4622222222222222,0.04888888888888889,386.0
208,003920,0.4879032258064516,0.4475806451612903,0.06451612903225806,425.0
932,083450,0.4879032258064516,0.45161290322580644,0.06048387096774194,425.0
20,000990,0.4879032258064516,0.4717741935483871,0.04032258064516129,425.0
1845,076080,0.4879032258064516,0.4959677419354839,0.016129032258064516,425.0
2116,047770,0.4879032258064516,0.46774193548387094,0.04435483870967742,425.0
812,004960,0.4879032258064516,0.45161290322580644,0.06048387096774194,425.0
1298,001810,0.4879032258064516,0.4717741935483871,0.04032258064516129,425.0
152,084870,0.4879032258064516,0.45564516129032256,0.056451612903225805,425.0
1035,204020,0.4879032258064516,0.4637096774193548,0.04838709677419355,425.0
1459,108860,0.4879032258064516,0.45564516129032256,0.056451612903225805,425.0
1461,068760,0.4879032258064516,0.4838709677419355,0.028225806451612902,425.0
524,008700,0.4879032258064516,0.4879032258064516,0.024193548387096774,425.0
624,129260,0.4879032258064516,0.4959677419354839,0.016129032258064516,425.0
88,079550,0.4879032258064516,0.4637096774193548,0.04838709677419355,425.0
1299,279600,0.4879032258064516,0.4314516129032258,0.08064516129032258,425.0
668,035000,0.4879032258064516,0.43548387096774194,0.07661290322580645,425.0
363,033920,0.4879032258064516,0.4596774193548387,0.05241935483870968,425.0
281,004830,0.4879032258064516,0.4838709677419355,0.028225806451612902,425.0
166,214390,0.4879032258064516,0.4637096774193548,0.04838709677419355,425.0
948,021320,0.4879032258064516,0.46774193548387094,0.04435483870967742,425.0
500,004170,0.4879032258064516,0.45161290322580644,0.06048387096774194,425.0
1368,065450,0.4879032258064516,0.46774193548387094,0.04435483870967742,425.0
483,027970,0.4879032258064516,0.4637096774193548,0.04838709677419355,425.0
505,006880,0.4879032258064516,0.45161290322580644,0.06048387096774194,425.0
1023,014200,0.4879032258064516,0.45161290322580644,0.06048387096774194,425.0
1377,023600,0.4879032258064516,0.43951612903225806,0.07258064516129033,425.0
1384,054540,0.4879032258064516,0.4879032258064516,0.024193548387096774,425.0
2093,025880,0.4879032258064516,0.45564516129032256,0.056451612903225805,425.0
1387,002290,0.4879032258064516,0.43951612903225806,0.07258064516129033,425.0
198,092440,0.4879032258064516,0.43951612903225806,0.07258064516129033,425.0
17,012030,0.4879032258064516,0.45161290322580644,0.06048387096774194,425.0
287,023450,0.4879032258064516,0.40725806451612906,0.10483870967741936,425.0
472,001430,0.4879032258064516,0.4274193548387097,0.0846774193548387,425.0
1785,048260,0.4879032258064516,0.46774193548387094,0.04435483870967742,425.0
874,227840,0.4879032258064516,0.4153225806451613,0.0967741935483871,425.0
2258,220100,0.4879032258064516,0.46774193548387094,0.04435483870967742,425.0
2098,039420,0.4879032258064516,0.4959677419354839,0.016129032258064516,425.0
187,014280,0.4879032258064516,0.4596774193548387,0.05241935483870968,425.0
1423,122690,0.4879032258064516,0.49193548387096775,0.020161290322580645,425.0
189,008870,0.4879032258064516,0.43951612903225806,0.07258064516129033,425.0
876,001450,0.4879032258064516,0.4596774193548387,0.05241935483870968,425.0
1516,056700,0.4879032258064516,0.4838709677419355,0.028225806451612902,425.0
946,024840,0.4879032258064516,0.4717741935483871,0.04032258064516129,425.0
1066,095660,0.4879032258064516,0.46774193548387094,0.04435483870967742,425.0
2323,039740,0.4879032258064516,0.47580645161290325,0.036290322580645164,425.0
130,068400,0.4879032258064516,0.43951612903225806,0.07258064516129033,425.0
1183,203650,0.4879032258064516,0.4798387096774194,0.03225806451612903,425.0
1253,042500,0.4879032258064516,0.4798387096774194,0.03225806451612903,425.0
973,019550,0.4879032258064516,0.4596774193548387,0.05241935483870968,425.0
376,003610,0.4879032258064516,0.43951612903225806,0.07258064516129033,425.0
980,049470,0.4879032258064516,0.4435483870967742,0.06854838709677419,425.0
735,091810,0.4879032258064516,0.47580645161290325,0.036290322580645164,425.0
1574,052860,0.4879032258064516,0.4879032258064516,0.024193548387096774,425.0
586,008600,0.4879032258064516,0.4435483870967742,0.06854838709677419,425.0
1157,206560,0.4879032258064516,0.47580645161290325,0.036290322580645164,425.0
110,010950,0.4879032258064516,0.49193548387096775,0.020161290322580645,425.0
763,036460,0.4879032258064516,0.4637096774193548,0.04838709677419355,425.0
2335,052600,0.4879032258064516,0.46774193548387094,0.04435483870967742,425.0
1941,181340,0.4879032258064516,0.4637096774193548,0.04838709677419355,425.0
1195,131030,0.4879032258064516,0.45564516129032256,0.056451612903225805,425.0
806,009180,0.4879032258064516,0.4879032258064516,0.024193548387096774,425.0
1086,285490,0.4879032258064516,0.49193548387096775,0.020161290322580645,425.0
339,004000,0.4879032258064516,0.4717741935483871,0.04032258064516129,425.0
410,009150,0.4879032258064516,0.4274193548387097,0.0846774193548387,425.0
421,000815,0.4879032258064516,0.3548387096774194,0.15725806451612903,425.0
371,002840,0.4879032258064516,0.4112903225806452,0.10080645161290322,425.0
2220,037030,0.4879032258064516,0.4717741935483871,0.04032258064516129,425.0
1271,215200,0.4879032258064516,0.47580645161290325,0.036290322580645164,425.0
1642,056190,0.4879032258064516,0.4838709677419355,0.028225806451612902,425.0
2350,086960,0.4879032258064516,0.4637096774193548,0.04838709677419355,425.0
2351,054920,0.4879032258064516,0.4475806451612903,0.06451612903225806,425.0
540,161000,0.4879032258064516,0.45161290322580644,0.06048387096774194,425.0
